Primary Key,Order No_x,Segment Number_x,Order Date,Manufacturer,Model,Product Category,Model Year,Serial Number,Meter 1 Reading,Complaint,Cause,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component,Order No_y,Segment Number_y,Coverage,Qty,Part Manufacturer,Part Number,Part Description,Revenue,Cost,Invoice Date,Actual Hours,Segment Total $
SO0060038-1,SO0060038,1,2/15/2024,PASEIH,6780,APPL,2023,JFGYF44BCPT056609,496,Coolant leaking out of the top nipple of the deareation tank.,Bad weld.PMI Billed on WE0422210 400 BI 61: 6 UNITS10 400 BE 86: 3 UNITS10 210 AF 16: 3 UNITS00 200 AA 10: 3 UNITS00 150 AB 01: 10 UNITS10 400 BE 88: 3 UNITScode 409casual pn 84181900,"Come to the machine on 03/15/2024 with coolant leaking from the upper nipple of the vent tank. Started by disconnecting the small tool lines and removing them from the tank. After removing them, I removed the fittings and applied thread sealant",Broken - Spring,"Right Front Wheel - Removed, Grease Line - Removed, Pen Keeper - Removed, U Bolt - Cut, Pin - Ran",SO0060038,1,4st year Base Warranty.CNH CLAIM# 505000402480,0,PASE,73344349                     CASE,GREASE 251 HEPT TUBE,0,0,3/19/2024,3.22,1332.3799
SO0060038-2,SO0060038,2,2/16/2024,CHR,COT 561,SPRAYS,2023,M2301243,0,DIS#HR00136,Hood reinforcement service  bulliten so90418.,"Open the hood, clean it and prepare it for mounting the bracket. Position the bracket, clamp it and mark the holes. Drill all necessary holes and mount the bracket to the lower front hood. Test opening and closing the hood for any obstructions. Ok, passed, completed on February 19, 2024.",Worn - Air Conditioner,"Line - Removed, Line - Installed, Air Conditioner - Recharged, Wear Guard - Installed",SO0060038,2,Not Specified,1,CHR LOGISTICS,90418                        RBR,HOOD HINGE REINFORMENT PLATE,47.48,47.48,4/5/2024,1.75,397.48
SO0060038-4,SO0060038,4,2/17/2024,PASEIH,9861,SPRAYS,2023,JFGYS435CPT056696,463,"window broke out, need to install new window. new window is cloudy need new window installed.REPAIR STARTED ON DIS WO# WN17256",broken windshield,"DMH-26JAN2024 - HELP REMOVE FUEL AND DEF TANKS.756 COLLECTED BROKEN GLASS AND REMOVED FRONT HOOD AND WIPER BLADES. To remove, empty the fuel tank and empty the defibrillator tank. REMOVES FRONT LED ROOF CAP LIGHTS TO INSTALL FRONT WINDOW. REMOVED 4",Leak - Wheel,Wheel Seal - Removed,SO0060038,4,Not Specified,1,PASE,91806582                     CASE,DECAL,12.84,9.06,3/4/2024,9.58,9251.4599
SO0060038-5,SO0060038,5,2/17/2024,PASEIH,9861,SPRAYS,2023,JFGYS435CPT056696,463,"window broke out, need to install new window. new window is cloudy need new window installed.REPAIR STARTED ON DIS WO# WN17256",broken windshield,"DMH-26JAN2024 - HELP REMOVE FUEL AND DEF TANKS.756 COLLECTED BROKEN GLASS AND REMOVED FRONT HOOD AND WIPER BLADES. To remove, empty the fuel tank and empty the defibrillator tank. REMOVES FRONT LED ROOF CAP LIGHTS TO INSTALL FRONT WINDOW. REMOVED 4",Not Mentioned - Shaft,No Component Mentioned - Performed,SO0060038,5,Not Specified,1,PASE,91806583                     CASE,DECAL,12.84,9.06,3/4/2024,9.58,9251.4599
SO0060085-1,SO0060085,1,2/17/2024,PASEIH,9861,SPRAYS,2023,JFGYS435CPT056696,463,"window broke out, need to install new window. new window is cloudy need new window installed.REPAIR STARTED ON DIS WO# WN17256",broken windshield,"DMH-26JAN2024 - HELP REMOVE FUEL AND DEF TANKS.756 COLLECTED BROKEN GLASS AND REMOVED FRONT HOOD AND WIPER BLADES. To remove, empty the fuel tank and empty the defibrillator tank. REMOVES FRONT LED ROOF CAP LIGHTS TO INSTALL FRONT WINDOW. REMOVED 4",Worn - Steering,"Spherical Bearing - Removed, Spherical Bearing - Installed, Cylinder Bolt - Reinstalled, Bearing - Greased",SO0060085,1,Not Specified,1,PASE,90504279                     CASE,DECAL,23.71,16.74,3/4/2024,9.58,9251.4599
SO0060102-2,SO0060102,2,2/17/2024,PASEIH,9861,SPRAYS,2023,JFGYS435CPT056696,463,"window broke out, need to install new window. new window is cloudy need new window installed.REPAIR STARTED ON DIS WO# WN17256",broken windshield,"DMH-26JAN2024 - HELP REMOVE FUEL AND DEF TANKS.756 COLLECTED BROKEN GLASS AND REMOVED FRONT HOOD AND WIPER BLADES. To remove, empty the fuel tank and empty the defibrillator tank. REMOVES FRONT LED ROOF CAP LIGHTS TO INSTALL FRONT WINDOW. REMOVED 4",Stopped - Fan,"PTO Pump - Replaced, Harness - Replaced",SO0060102,2,Not Specified,1,PASE,90504274                     CASE,DECAL,23.71,16.73,3/4/2024,9.58,9251.4599
SO0060102-3,SO0060102,3,2/17/2024,PASEIH,9861,SPRAYS,2023,JFGYS435CPT056696,463,"window broke out, need to install new window. new window is cloudy need new window installed.REPAIR STARTED ON DIS WO# WN17256",broken windshield,"DMH-26JAN2024 - HELP REMOVE FUEL AND DEF TANKS.756 COLLECTED BROKEN GLASS AND REMOVED FRONT HOOD AND WIPER BLADES. To remove, empty the fuel tank and empty the defibrillator tank. REMOVES FRONT LED ROOF CAP LIGHTS TO INSTALL FRONT WINDOW. REMOVED 4",Not Setting - Spinner,No Component Mentioned - No Component Mentioned,SO0060102,3,Not Specified,2,PASE,90498204                     CASE,WINDSHIELD,1667.96,1100.42,3/4/2024,9.58,9251.4599
SO0060102-4,SO0060102,4,2/17/2024,PASEIH,9861,SPRAYS,2023,JFGYS435CPT056696,463,"window broke out, need to install new window. new window is cloudy need new window installed.REPAIR STARTED ON DIS WO# WN17256",broken windshield,"DMH-26JAN2024 - HELP REMOVE FUEL AND DEF TANKS.756 COLLECTED BROKEN GLASS AND REMOVED FRONT HOOD AND WIPER BLADES. To remove, empty the fuel tank and empty the defibrillator tank. REMOVES FRONT LED ROOF CAP LIGHTS TO INSTALL FRONT WINDOW. REMOVED 4",Not Opening - Bin,Air Line Splice - Installed,SO0060102,4,Not Specified,2,PASE,90471433                     CASE,DECAL,17.08,12.04,3/4/2024,9.58,9251.4599
SO0060107-1,SO0060107,1,2/17/2024,PASEIH,9861,SPRAYS,2023,JFGYS435CPT056696,463,"window broke out, need to install new window. new window is cloudy need new window installed.REPAIR STARTED ON DIS WO# WN17256",broken windshield,"DMH-26JAN2024 - HELP REMOVE FUEL AND DEF TANKS.756 COLLECTED BROKEN GLASS AND REMOVED FRONT HOOD AND WIPER BLADES. To remove, empty the fuel tank and empty the defibrillator tank. REMOVES FRONT LED ROOF CAP LIGHTS TO INSTALL FRONT WINDOW. REMOVED 4",Missed - Ladder,Bumper Stop - Installed,SO0060107,1,Not Specified,2,PASE,51497261                     CASE,DECAL,41.84,29.52,3/4/2024,9.58,9251.4599
SO0060154-1,SO0060154,1,2/17/2024,PASEIH,9861,SPRAYS,2023,JFGYS435CPT056696,463,"window broke out, need to install new window. new window is cloudy need new window installed.REPAIR STARTED ON DIS WO# WN17256",broken windshield,"DMH-26JAN2024 - HELP REMOVE FUEL AND DEF TANKS.756 COLLECTED BROKEN GLASS AND REMOVED FRONT HOOD AND WIPER BLADES. To remove, empty the fuel tank and empty the defibrillator tank. REMOVES FRONT LED ROOF CAP LIGHTS TO INSTALL FRONT WINDOW. REMOVED 4","Faulty - Wheel, Speed Restricted - Machine",Bulkhead Connector - Replaced,SO0060154,1,Not Specified,2,PASE,48151543                     CASE,DECAL,213.46,150.66,3/4/2024,9.58,9251.4599
SO0060190-2,SO0060190,2,2/17/2024,CHR,PENT 909,SPRAYS,2022,FA2206453,445,REPAIR ORIGINAL STARTED ON DIS# WN17270RANDY 308-991-1970RIGHT FRONT AXLE EXTENSION SEAL LEAKING,Unknown,"FLUID IS ALSO USED ON SEG 2 FOR FLUID CHANGE. MH-01FEB2024-WASHED OFF FRONT AXLE. JACK UP THE MACHINE AND PLACE A SAFETY STAND UNDER THE UNIT. TIRE REMOVED, STEERING CYLINDER END REMOVED FROM HUB. AIR SPRING BAG AND MOUNTING PLATE REMOVED. BRAKE AIR CONNECTION REMOVED","Blown - Engine, Dead - No Component Mentioned",No Component Mentioned - No Component Mentioned,SO0060190,2,Not Specified,2,CHR LOGISTICS,110-2.0027                   RBR,O-RING,4.9199,4.9199,2/29/2024,9.58,4177.4295
SO0060204-1,SO0060204,1,2/17/2024,CHR,PENT 909,SPRAYS,2022,FA2206453,445,REPAIR ORIGINAL STARTED ON DIS# WN17270RANDY 308-991-1970RIGHT FRONT AXLE EXTENSION SEAL LEAKING,Unknown,"FLUID IS ALSO USED ON SEG 2 FOR FLUID CHANGE. MH-01FEB2024-WASHED OFF FRONT AXLE. JACK UP THE MACHINE AND PLACE A SAFETY STAND UNDER THE UNIT. TIRE REMOVED, STEERING CYLINDER END REMOVED FROM HUB. AIR SPRING BAG AND MOUNTING PLATE REMOVED. BRAKE AIR CONNECTION REMOVED",High Voltage - Lift,No Component Mentioned - No Component Mentioned,SO0060204,1,Not Specified,2,CHR LOGISTICS,110-2.0029                   RBR,WIPER RING,72.3799,72.3799,2/29/2024,9.58,4177.4295
SO0060234-1,SO0060234,1,2/17/2024,CHR,PENT 909,SPRAYS,2022,FA2206453,445,REPAIR ORIGINAL STARTED ON DIS# WN17270RANDY 308-991-1970RIGHT FRONT AXLE EXTENSION SEAL LEAKING,Unknown,"FLUID IS ALSO USED ON SEG 2 FOR FLUID CHANGE. MH-01FEB2024-WASHED OFF FRONT AXLE. JACK UP THE MACHINE AND PLACE A SAFETY STAND UNDER THE UNIT. TIRE REMOVED, STEERING CYLINDER END REMOVED FROM HUB. AIR SPRING BAG AND MOUNTING PLATE REMOVED. BRAKE AIR CONNECTION REMOVED",Not Engaged - Steering,No Component Mentioned - No Component Mentioned,SO0060234,1,Not Specified,2,CHR LOGISTICS,110-2.0101                   RBR,BALL JOINT,569.1599,569.1599,2/29/2024,9.58,4177.4295
SO0060234-3,SO0060234,3,2/17/2024,CHR,PENT 909,SPRAYS,2022,FA2206453,445,REPAIR ORIGINAL STARTED ON DIS# WN17270RANDY 308-991-1970RIGHT FRONT AXLE EXTENSION SEAL LEAKING,Unknown,"FLUID IS ALSO USED ON SEG 2 FOR FLUID CHANGE. MH-01FEB2024-WASHED OFF FRONT AXLE. JACK UP THE MACHINE AND PLACE A SAFETY STAND UNDER THE UNIT. TIRE REMOVED, STEERING CYLINDER END REMOVED FROM HUB. AIR SPRING BAG AND MOUNTING PLATE REMOVED. BRAKE AIR CONNECTION REMOVED",Stuck - Valve,Valve - Replaced,SO0060234,3,Not Specified,2,CHR LOGISTICS,110-2.0143                   RBR,RING SUPPORT,830.3,830.2799,2/29/2024,9.58,4177.4295
SO0060234-4,SO0060234,4,2/17/2024,CHR,PENT 909,SPRAYS,2022,FA2206453,445,REPAIR ORIGINAL STARTED ON DIS# WN17270RANDY 308-991-1970RIGHT FRONT AXLE EXTENSION SEAL LEAKING,Unknown,"FLUID IS ALSO USED ON SEG 2 FOR FLUID CHANGE. MH-01FEB2024-WASHED OFF FRONT AXLE. JACK UP THE MACHINE AND PLACE A SAFETY STAND UNDER THE UNIT. TIRE REMOVED, STEERING CYLINDER END REMOVED FROM HUB. AIR SPRING BAG AND MOUNTING PLATE REMOVED. BRAKE AIR CONNECTION REMOVED",Not Turning - Starter,No Component Mentioned - No Component Mentioned,SO0060234,4,Not Specified,4,CHR LOGISTICS,110-2.0021                   RBR,O-RING 2-262,91.7999,91.76,2/29/2024,9.58,4177.4295
SO0060259-1,SO0060259,1,2/17/2024,CHR,PENT 909,SPRAYS,2022,FA2206453,445,REPAIR ORIGINAL STARTED ON DIS# WN17270RANDY 308-991-1970CUSTOMER REQUEST SAID THERE ARE LEAKDS AND LOOSE BOLTS ON THE RH SIDE OF BED,Unknown,"DMH-07FEB2024 – 2 LEAKS FOUND. One is the PTO shaft seal and the other is the SALFORD box tank line that goes to the pump on the left side of the gearbox. Have been looking around for loose hardware, need to contact customer for more information.DMH-08FEB2024-REMOVE",Oil Leak - Belt,"Motor Housing - Cleaned, Bolt - Cleaned, Motor Bolt - Retightened",SO0060259,1,Not Specified,12,AVRN MOTO,1483802                      ARNOLD,BRAKE CLEAN/CAN,96,35.88,2/29/2024,9.58,1828.54
SO0060292-1,SO0060292,1,2/17/2024,CHR,PENT 909,SPRAYS,2022,FA2206453,445,REPAIR ORIGINAL STARTED ON DIS# WN17270RANDY 308-991-1970CUSTOMER REQUEST SAID THERE ARE LEAKDS AND LOOSE BOLTS ON THE RH SIDE OF BED,Unknown,"DMH-07FEB2024 – 2 LEAKS FOUND. One is the PTO shaft seal and the other is the SALFORD box tank line that goes to the pump on the left side of the gearbox. Have been looking around for loose hardware, need to contact customer for more information.DMH-08FEB2024-REMOVE","Burnt - Wire, Missed - Wire",NCV Harness - Replaced,SO0060292,1,Not Specified,3,PASE,73341722                     CASE,OIL  TRANSMISSION,74.7,66.2699,2/29/2024,9.58,1828.54
SO0060328-1,SO0060328,1,2/19/2024,CHR,PECT 235,SPRAYS,2022,FA2206477,811,outer axle seal leaking,Unknown,arrived at the machine's location on 03/04/24. The customer had removed the bike. Hub oil drained. Brake drum and hub cover removed. Fender and upper kingpin plate removed. Lower kingpin plate removed. Sun gear removed from axle shaft. supported steering knuckle with fork lift,"Broken - Mirror, Noise - Mirror","RIght Mirror Mount Arm - Replaced, Mirror Head - Reassembled, Wire - Reconnected, Electrical Mirror - Realigned",SO0060328,1,Not Specified,1,CHR LOGISTICS,6160136                      RBR,SEAL,55.7199,33.06,3/5/2024,2,431.9699
SO0060346-1,SO0060346,1,2/19/2024,PASEIH,9991,SPRAYS,2019,JFGYCC89AJT048112,3150.1999,CUSTOMER STATES THAT RIGHT FUEL TANK IS LEAKIING,fuel tanks leaking due to corrosion and rust on tank due to customer not cleaning machine.,"Replace the fuel tank with a new tank.  High pressure air tank removed, cabin apron removed, tank hoses removed, tank bolts removed, tank removed. All fittings changed to new tank.  New tank and hoses installed, tank screws installed, cabin apron installed, in",Failed - Hydraulic System,No Component Mentioned - No Component Mentioned,SO0060346,1,fuel tanks found leaking on pmi inspection.,1,PASE,90434981                     CASE,TANK,3183.25,1971.43,2/27/2024,14.38,5632.24
SO0060376-1,SO0060376,1,2/19/2024,PASEIH,9991,SPRAYS,2019,JFGYCC89AJT048112,3147,CUSTOMER STATES THAT LEFT FUEL TANK IS LEAKING.,leak due to corrosion,"Def tank, railings, catwalk, etc. removed. Mounting screws and all necessary parts removed. Remove all necessary wiring, fittings and wiring harnesses. Tank removed and fittings replaced. install new tank. Reassemble all of the above parts.","Not Engaged - Transfer Case, Not Mentioned - Four Wheel Drive",Wire - Soldered,SO0060376,1,leak found during pmi inspection.,1,PASE,90436923                     CASE,TANK,3707.55,2211.09,2/27/2024,6.7199,4899.56
SO0060395-1,SO0060395,1,2/19/2024,CHR,PENT 909,SPRAYS,2021,FA2106395,533,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,Removed the connector from the planetary gears. Locknuts removed. I cleaned the plugs. I installed it. The interior tightened to spec. Mark the inside and tighten the lock nut to specification. The button on the axle was missing at the rear left. Tires removed. Oil drained. re,"Derated - DEF System, Inoperative - DEF",DEF Pump - Installed,SO0060395,1,Not Specified,1,CHR LOGISTICS,6160156                      RBR,Wheel bearing set,356.5199,211.78,3/12/2024,4.5499,7923.8791
SO0060395-2,SO0060395,2,2/19/2024,CHR,PENT 909,SPRAYS,2021,FA2106395,533,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,Removed the connector from the planetary gears. Locknuts removed. I cleaned the plugs. I installed it. The interior tightened to spec. Mark the inside and tighten the lock nut to specification. The button on the axle was missing at the rear left. Tires removed. Oil drained. re,"Smashed - Hood, Smashed - Grill","Hood - Removed, Front Grill - Removed, Wire Harness - Removed, Center Hood - Replaced, Grill - Installed",SO0060395,2,Not Specified,1,CHR LOGISTICS,6160215                      RBR,BUTTON THRUST MERITOR,8.6699,4.6399,3/12/2024,4.5499,7923.8791
SO0060395-3,SO0060395,3,2/19/2024,CHR,PENT 909,SPRAYS,2021,FA2106395,533,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,Removed the connector from the planetary gears. Locknuts removed. I cleaned the plugs. I installed it. The interior tightened to spec. Mark the inside and tighten the lock nut to specification. The button on the axle was missing at the rear left. Tires removed. Oil drained. re,Leak - Spinner,"Line - Retightened, Fitting - Replaced",SO0060395,3,Not Specified,1,CHR LOGISTICS,6160217                      RBR,THRUST WASHER,58.6499,35.1899,3/12/2024,4.5499,7923.8791
SO0060395-4,SO0060395,4,2/19/2024,CHR,PENT 909,SPRAYS,2021,FA2106395,533,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,Removed the connector from the planetary gears. Locknuts removed. I cleaned the plugs. I installed it. The interior tightened to spec. Mark the inside and tighten the lock nut to specification. The button on the axle was missing at the rear left. Tires removed. Oil drained. re,Leak - Fuel Tank,"Fuel Tank Drain Plug - Removed, Fuel Tank - Drained, Left Cab Skirt - Removed, Filler Neck - Removed, Vent Hose - Removed, Level Sender Connector - Removed, Clamp - Unbolted",SO0060395,4,Not Specified,1,CHR LOGISTICS,6160210                      RBR,SCREW THRUST MER,29.98,17.99,3/12/2024,4.5499,7923.8791
SO0060395-5,SO0060395,5,2/19/2024,CHR,PENT 909,SPRAYS,2021,FA2106395,533,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,Removed the connector from the planetary gears. Locknuts removed. I cleaned the plugs. I installed it. The interior tightened to spec. Mark the inside and tighten the lock nut to specification. The button on the axle was missing at the rear left. Tires removed. Oil drained. re,Inoperative - Light,Bulb - Replaced,SO0060395,5,Not Specified,1,CHR LOGISTICS,6160209                      RBR,JAM NUT MERITOR,24.5,14.7,3/12/2024,4.5499,7923.8791
SO0060395-6,SO0060395,6,2/19/2024,CHR,PENT 909,SPRAYS,2021,FA2106395,533,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,Removed the connector from the planetary gears. Locknuts removed. I cleaned the plugs. I installed it. The interior tightened to spec. Mark the inside and tighten the lock nut to specification. The button on the axle was missing at the rear left. Tires removed. Oil drained. re,Leak - Pan,"Oil Pan - Removed, Oil Pan - Cleaned, Engine Block Flange - Cleaned",SO0060395,6,Not Specified,1,CHR LOGISTICS,6160142                      RBR,ORING FILL PLUG,4.7199,2.8,3/12/2024,4.5499,7923.8791
